register_capital,sport_event_id,sport_event_name,team_id,team_name,uuid
2432.549209209977,SP684603974,2011 Sea rover cup,TA278851388,Lubumbashi Great_Wall_Airlines fc,eda9c322-db51-4867-b690-dfba21e805a2
1840.3961227513894,SP684603974,2011 Sea rover cup,TA434991744,Livingstone KLM,30678dee-fe61-4e2a-b590-0a6bff53e382
700.846648169874,SP684603974,2011 Sea rover cup,TA692547504,Gorontalo Executive_Aerospace fc,b1f701a0-ed74-4540-8d9a-b86434c0b24b
1151.0447223430713,SP684603974,2011 Sea rover cup,TA577340463,Southampton China_Eastern_Airlines fc,82f69bf3-9b6f-4213-b99f-d6186ff3155c
2086.687515372152,SP684603974,2011 Sea rover cup,TA212260483,Shimoga Royal_Airlines athletics,1b7c14ee-8fef-486c-8bed-5d366e35debc
2285.651163886975,SP684603974,2011 Sea rover cup,TA776136838,Chibi Catering Home fc,3175f78e-9b05-4cc3-bf8b-2b4a26ad19cb
2451.9707758405075,SP684603974,2011 Sea rover cup,TA724257934,North_Wales Landmark Catering fc,eccd3445-0b99-4e17-a09c-fc8dbbd4df33
1969.6766600035673,SP684603974,2011 Sea rover cup,TA312850426,Alexandria JetLite fc,f5e11e3a-f25c-49a4-b4da-e7879efaefb1
1379.7908884526526,SP684603974,2011 Sea rover cup,TA764969901,Callao Key_Lime_Air,bb0dbe66-6a69-41d4-8358-57ce751461fa
1059.2111492073357,SP684603974,2011 Sea rover cup,TA479089744,Dera_Ismail_Khan Trigana_Air_Service fc,8900192c-b88a-4ac4-9df9-7a3ad30dee86
1220.9639145336519,SP889129070,2011 Antarctica A league,TA314596575,Rewari Meteor Industry athletics,23db247d-fbf1-4800-9ddd-4aac4174619f
686.6477611264474,SP889129070,2011 Antarctica A league,TA821601682,Cooch_Behar East_Star_Airlines athletics,4282c3e8-e7a8-4fca-87dd-5d801cb0d3cb
1261.6079945160627,SP889129070,2011 Antarctica A league,TA577754000,Yinchuan Estonian_Air,5d7a3c2a-2b28-4f65-bf43-fa72f49d6be1
1092.2636472744698,SP889129070,2011 Antarctica A league,TA745091926,Sohag Alsek_Air_Service,baed4e3f-89c0-449c-9b0f-8c66f457982f
2109.4797457091395,SP889129070,2011 Antarctica A league,TA601733961,Incheon Finnair athletics,b603c687-a50c-4fe6-b290-0a726d421c1b
2396.633746099756,SP889129070,2011 Antarctica A league,TA948032256,Arlit Mint_Airways fc,a6a139e4-7f21-49bb-bd01-c367d6e9e132
1420.7309048144764,SP889129070,2011 Antarctica A league,TA406397679,Pyin_U_Lwin Centre-Avia athletics,9964686e-f8dc-4145-9449-3ee60eb14d95
2394.810199684348,SP889129070,2011 Antarctica A league,TA126196670,Brașov Euro-Asia_Air athletics,f0070a4a-241d-4216-b1d3-7ec5e7a68b71
788.3843464760589,SP889129070,2011 Antarctica A league,TA892036085,Ajmer Arkia_Israel_Airlines athletics,52a9fe29-2f4b-461f-9fe6-e5ef85948dc8
1637.7049268446765,SP889129070,2011 Antarctica A league,TA339278263,Ulan_Bator Sport Leaders athletics,0b0376b9-05c7-49e5-b00d-564130fa73f5
1642.907459803893,SP889129070,2011 Antarctica A league,TA104061699,Diamantina Grand_China_Air athletics,54323d52-aeef-49af-83ca-8a9a44f02495
1697.4086724987042,SP889129070,2011 Antarctica A league,TA278851388,Lubumbashi Great_Wall_Airlines fc,8c7d7025-21c1-47bb-bb07-30146b686f39
742.6740811590482,SP889129070,2011 Antarctica A league,TA294835228,Wrocław TrueLife Sport athletics,c59d0f8d-f05d-4afa-a9bb-a34c71d8798d
2165.400832409455,SP889129070,2011 Antarctica A league,TA539859588,Fes Northern_Thunderbird_Air fc,cc3b8271-2d91-49d8-aa05-6b26598bd042
1148.6883865787954,SP889129070,2011 Antarctica A league,TA157061104,Anshun Air_Bee,d98060f6-2868-4158-bf6e-b92d6544ac43
1590.457916452794,SP889129070,2011 Antarctica A league,TA744428836,Karditsa Jordan_Aviation fc,f0295bba-dc7e-487d-b953-122ac99b3a42
927.0040517182308,SP889129070,2011 Antarctica A league,TA120420542,Habra Cargo_Express,c851f55a-444e-4cb8-9d48-29065560aac0
1406.0908046059624,SP889129070,2011 Antarctica A league,TA299032350,Unguja Industry Booth fc,f7dd8748-44ac-4436-9c37-fc75dd23f6f8
2478.3506566898664,SP889129070,2011 Antarctica A league,TA474842697,Gaocheng Cretan_Airlines athletics,6211237f-1abb-4a43-9855-fffc8e600c88
546.1157560681937,SP889129070,2011 Antarctica A league,TA140438275,Anantapur Global_Aviation_and_Services_Group,a1fe17e3-7f5b-4db7-af49-28975c01310e
773.0059580872548,SP889129070,2011 Antarctica A league,TA434991744,Livingstone KLM,41c33576-d8a8-404c-a2da-05ca21c96d8e
621.599866894414,SP889129070,2011 Antarctica A league,TA147361409,Dhamar White_Eagle_Aviation fc,d7f6f2ce-ae14-421e-8017-f01ae35ef26d
1582.2329528043692,SP889129070,2011 Antarctica A league,TA769697970,Jorhat Peninsula Media,c4aa2d4d-b46f-43a0-be66-87d924ee1bd5
1124.9230088349673,SP889129070,2011 Antarctica A league,TA301808588,Peshawar Astrakhan_Airlines fc,35df4a9a-39a0-4332-a46c-76b06a5fe3af
1604.8152062931088,SP889129070,2011 Antarctica A league,TA929596994,Ghaziabad Industry Mega athletics,b6ff23bd-bedd-47bb-84b3-673f94f15e14
1950.920169586522,SP889129070,2011 Antarctica A league,TA903101066,Sheffield Eastern_Air,3dc76d10-a8b4-4f07-9373-c3b26c2e4075
744.4237559514302,SP889129070,2011 Antarctica A league,TA867797114,Insein_Township Deccan_Aviation fc,2650a909-a415-41ef-8cec-88ec1c07fd09
1666.761055403605,SP889129070,2011 Antarctica A league,TA626344481,Ramadan_City ETA_–_Empresa_de_Transporte_Aéreo fc,71081abf-d9f8-4c33-bcc9-7323a6b8189a
403.6697645737228,SP889129070,2011 Antarctica A league,TA335353474,Ifrane LagunAir,60b731df-c8a5-4d45-a44c-2c8aacb88e49
1855.502188433613,SP870286008,2010 Martian Premier league,TA479089744,Dera_Ismail_Khan Trigana_Air_Service fc,9886beef-bbd9-4f42-be99-7d6597fee948
660.5210709580814,SP870286008,2010 Martian Premier league,TA526030251,Changning Pelangi_Air,536593ba-a431-4391-8953-1854cb177b57
445.8429187096727,SP870286008,2010 Martian Premier league,TA436037898,Tallahassee Yamal_Airlines athletics,744a486a-e105-460c-9a0e-9c3d88fdb31c
2015.950312289261,SP870286008,2010 Martian Premier league,TA389322401,Altamira Superior_Aviation,62f1a1e5-ec9d-4301-93cf-bd85b83e7207
1076.2200718199133,SP870286008,2010 Martian Premier league,TA440855807,Kerala Continental_Airways athletics,9f41a8d0-b785-4cdb-81b1-6b88d6720506
1739.211962064426,SP870286008,2010 Martian Premier league,TA154367993,Paris Kalitta_Air fc,1188f050-179a-4771-9b87-beff93b7a34f
718.8627013616494,SP870286008,2010 Martian Premier league,TA776136838,Chibi Catering Home fc,ee157c1c-dd5e-4e38-aba8-31002e09c9fa
878.4103064001192,SP870286008,2010 Martian Premier league,TA764969901,Callao Key_Lime_Air,18bdfe3b-d49e-4a1c-b6a1-84b31d30dc24
1476.8370842137022,SP870286008,2010 Martian Premier league,TA942527407,Gaoping Air_Universal athletics,aee7a36a-db96-49ee-990d-601a29ba3d23
925.9231746125841,SP870286008,2010 Martian Premier league,TA485581258,Anqiu CAL_Cargo_Air_Lines,6559f0fb-f9c0-42d0-83f7-264c4fcc2e9d
2312.058376243848,SP870286008,2010 Martian Premier league,TA608328197,Baiyin Air_Class_Líneas_Aéreas,a472c5fe-7f2f-4141-ac62-4495a0361c15
353.5767601886775,SP870286008,2010 Martian Premier league,TA724257934,North_Wales Landmark Catering fc,57415d0a-05c1-4c5b-a1a9-ce1d4e1f0d93
1122.3308693036934,SP870286008,2010 Martian Premier league,TA692547504,Gorontalo Executive_Aerospace fc,d9a5b128-0ac3-4bfb-a527-3eaba34c846d
1938.1508309021692,SP870286008,2010 Martian Premier league,TA990304290,Chandigarh Linhas_Aéreas_Natal athletics,a25e5816-74ce-4f8f-af09-469f9588c663
1730.5532590156608,SP870286008,2010 Martian Premier league,TA272106805,Abbottabad Ocean_Airlines,2e5df90a-d065-4984-b820-ae1021162a86
1140.3874219699724,SP870286008,2010 Martian Premier league,TA793664475,Babol Petro_Air,b0dde2d4-cbe4-4cc3-a486-541410cae591
2441.775724498205,SP870286008,2010 Martian Premier league,TA618685565,Constanța Air_East athletics,228664f2-7ccd-4456-91d5-f4ce5d87a944
1838.0164890980361,SP870286008,2010 Martian Premier league,TA626050987,Monze Karthago_Airlines fc,a9269bf8-750c-415d-864c-96bf232c8af1
1936.3465333448128,SP870286008,2010 Martian Premier league,TA715898558,Legazpi Transaero_Airlines,9d1c7546-9b13-42dd-9fe4-be9048507696
1870.17116057154,SP870286008,2010 Martian Premier league,TA176189140,Dire_Dawa Tampa_Cargo fc,9df88d31-bb83-423a-9223-edcfae6a40c2
1498.1917363681966,SP870286008,2010 Martian Premier league,TA419272167,Debre_Marqos Proton Run,9ed9f00c-8d00-4a74-92b5-918900520d98
542.3742809789666,SP870286008,2010 Martian Premier league,TA891841135,Brașov Enerjet,8357871c-9739-4ae0-9d49-2081a6a82ead
1646.441277735251,SP870286008,2010 Martian Premier league,TA503760491,Milan Morningstar_Air_Express athletics,21cbaca2-3a83-4458-9e8b-10a6f4b736ab
380.33925470817485,SP870286008,2010 Martian Premier league,TA577340463,Southampton China_Eastern_Airlines fc,db40e596-35b4-4b26-90e0-add190d6df3f
838.1434543197015,SP870286008,2010 Martian Premier league,TA258310083,Fuzhou Wiking_Helikopter_Service athletics,087cf51d-ca2e-4817-92aa-d319feac33ab
766.3225927765006,SP870286008,2010 Martian Premier league,TA321770435,Danjiangkou Whitejets,4eb9939e-5410-4c8a-b454-c20a42fda490
853.565993831483,SP870286008,2010 Martian Premier league,TA947366531,Haidian_District Identity Clothes fc,fa907406-f8b4-409c-b348-92be27de0357
399.7495280748142,SP870286008,2010 Martian Premier league,TA212260483,Shimoga Royal_Airlines athletics,828b2ca3-739c-4bc0-ad6d-c9e15e9efddc
1449.3053103778932,SP870286008,2010 Martian Premier league,TA915057590,Changde Slovak_Airlines,2edfbeef-44fc-413a-bade-8de1cbade651
1697.2327063390796,SP870286008,2010 Martian Premier league,TA312850426,Alexandria JetLite fc,3d12b38f-9da3-44a0-91e2-a15f0dcb5e4c
2368.1375803813253,SP942171223,2008 Sea rover cup,TA711961282,Maradi AirBridgeCargo_Airlines athletics,215897a3-e656-4ad5-acd9-c7955910313e
604.942586869196,SP942171223,2008 Sea rover cup,TA310503855,Long_Xuyen Industry Here,461a5a18-d0ad-4549-b17a-260b205ec250
2407.252081092023,SP942171223,2008 Sea rover cup,TA413735321,Panama_City Express_Air fc,dea31c70-342b-44cf-9de8-12f30a0af6d7
977.048000040969,SP942171223,2008 Sea rover cup,TA787129183,Tacloban Busy_Bee fc,a244c6f4-fedb-4510-b782-1ddf8ee3934f
364.6809183287399,SP942171223,2008 Sea rover cup,TA924651032,Kota Adam_Air athletics,1e053763-9d14-4d18-a4da-0a632cdf8c76
1696.455348326922,SP942171223,2008 Sea rover cup,TA995570029,Davao_City SkyEurope athletics,c34217f8-5572-45ea-9093-6742ce518a5e
923.9370881054328,SP942171223,2008 Sea rover cup,TA612242554,Ljubljana Fonnafly fc,cc6b5675-77c7-4f38-a569-bc2a108877b0
2392.1846610297966,SP942171223,2008 Sea rover cup,TA930029115,Thanh_Hóa Riau_Airlines athletics,4148fff7-3b61-46fc-80e2-11bb21308bed
2482.7249358714157,SP942171223,2008 Sea rover cup,TA190355921,Baranovichi Sport Eclipse,1cd1c9cd-b0f8-4836-a564-025164bf9388
1371.3813693238678,SP942171223,2008 Sea rover cup,TA642495557,Gaoyou Jet_Konnect athletics,bcff91c6-367e-403d-a94a-979e98ecf611
732.2580942197026,SP942171223,2008 Sea rover cup,TA172793882,Puerto_Montt Mid-Atlantic_Freight athletics,c18ccfb2-3184-4fc2-8898-79e4b30ebd0d
1769.0132313525914,SP942171223,2008 Sea rover cup,TA904994027,Pray_Veng Xiamen_Airlines,e0095a63-944f-468c-a92f-3c2ba96a3ec4
924.9536963877408,SP942171223,2008 Sea rover cup,TA766903461,Phoenix Korongo,0859ccf4-0839-4cba-bd16-5af60f6ccd9c
2292.5557872472036,SP942171223,2008 Sea rover cup,TA706702981,Chikusa-ku Culebra_Air_Services athletics,d30ce9ce-8fd0-43c0-9a23-3728b247ef6c
655.8422500082972,SP942171223,2008 Sea rover cup,TA907457214,Ambon EastIndo athletics,3923a05a-c887-4f73-b08d-02019f3a6294
2389.8542321538516,SP942171223,2008 Sea rover cup,TA363334212,Bazhong Air_Glaciers athletics,cb6fabed-4d56-4a1b-86a4-764af1755abe
1368.040923297887,SP942171223,2008 Sea rover cup,TA406397679,Pyin_U_Lwin Centre-Avia athletics,2b4ae10e-3b0b-4264-b074-7e89393dc0c7
2299.887276423923,SP942171223,2008 Sea rover cup,TA140438275,Anantapur Global_Aviation_and_Services_Group,04a01eda-baa1-4e32-be48-ed7aaa7f9c57
2431.9156718389786,SP942171223,2008 Sea rover cup,TA147361409,Dhamar White_Eagle_Aviation fc,7147c1e2-9d75-4d36-8fd9-c31c37130048
581.6096127711596,SP942171223,2008 Sea rover cup,TA301808588,Peshawar Astrakhan_Airlines fc,3f26eb1a-922b-42f7-99ad-4dbca9a5de06
1485.550244645467,SP942171223,2008 Sea rover cup,TA157061104,Anshun Air_Bee,ed5f15f2-435d-4659-95b7-5631dad02723
1798.3351652569065,SP942171223,2008 Sea rover cup,TA744428836,Karditsa Jordan_Aviation fc,8b56d576-e264-463f-86d3-885d5727c2d0
2470.5554659557947,SP942171223,2008 Sea rover cup,TA892036085,Ajmer Arkia_Israel_Airlines athletics,23fea9a1-6ddb-4f61-928c-e36026f794be
585.6098629582111,SP942171223,2008 Sea rover cup,TA745091926,Sohag Alsek_Air_Service,94f0abbc-7c1c-4bd0-adf0-ee6eea07bb79
1324.059162711355,SP942171223,2008 Sea rover cup,TA419272167,Debre_Marqos Proton Run,d1fdc7e4-2bdb-4e0e-9421-f1f069b410c8
421.1865194211606,SP942171223,2008 Sea rover cup,TA692547504,Gorontalo Executive_Aerospace fc,ab1d33ab-4322-4265-90d8-52ae15fb3af2
1045.0460549869226,SP942171223,2008 Sea rover cup,TA915057590,Changde Slovak_Airlines,1b5a16cd-e847-4a1c-9ef0-0ba62fe73170
1853.7119674708574,SP942171223,2008 Sea rover cup,TA154367993,Paris Kalitta_Air fc,8e0fcd96-3acf-438a-acc8-0faf852971e3
2132.9235614593,SP942171223,2008 Sea rover cup,TA312850426,Alexandria JetLite fc,b364535f-d333-4139-914c-d0882498ba19
2487.0959876008897,SP942171223,2008 Sea rover cup,TA258310083,Fuzhou Wiking_Helikopter_Service athletics,634fe3e4-96a0-467f-af80-173959f142bf
356.7796543715599,SP942171223,2008 Sea rover cup,TA715898558,Legazpi Transaero_Airlines,c9c3f187-abfe-4bcc-abe4-2b2e3524de98
872.3444760292441,SP942171223,2008 Sea rover cup,TA503760491,Milan Morningstar_Air_Express athletics,6364b728-d091-4d6d-85e4-ffa7f4f89299
2190.3025152969767,SP681812747,2010 avenger league,TA310503855,Long_Xuyen Industry Here,c12586a8-34de-45f1-81d1-b16ea5a670e6
