end_date,sportsman_id,start_date,team_id,team_name,uuid
"",SM777988571,1218102062819,TA629718188,Beiliu Technology Always fc,0a06c428-7383-41b6-a805-e15eb70a2372
"",SM810229604,1230889262819,TA629718188,Beiliu Technology Always fc,1e37997a-1954-4ce5-a8c9-9c66f8bffd04
1254649262819,SM117067240,1223113262819,TA626344481,Ramadan_City ETA_–_Empresa_de_Transporte_Aéreo fc,c7f9be77-3c5f-47d1-b4a5-9a4f11d6b15a
"",SM117067240,1254649262819,TA629718188,Beiliu Technology Always fc,444bf1a6-0f99-4531-9fce-bfe54b16163b
1235900462819,SM886023985,1204364462819,TA821601682,Cooch_Behar East_Star_Airlines athletics,72c756b0-d36d-403b-8556-fa157d99bdf6
"",SM886023985,1235900462819,TA629718188,Beiliu Technology Always fc,aacea56e-cd24-4f89-a07e-46eb05b162d2
1281606062819,SM735710876,1218534062819,TA715898558,Legazpi Transaero_Airlines,3d64300c-a8f5-476c-9bff-3b41a1065d53
"",SM735710876,1281606062819,TA629718188,Beiliu Technology Always fc,d897cd07-2839-43d3-a81d-158de508503f
1270460462820,SM916833598,1207388462820,TA120420542,Habra Cargo_Express,8f7c0cad-25f8-4ca6-bdd4-b9dbb1d5bd68
1333618862820,SM916833598,1270460462820,TA798643655,Chaozhou Sky_Express athletics,44f6f556-bfe6-4848-ad97-d86981a6c91b
"",SM916833598,1333618862820,TA629718188,Beiliu Technology Always fc,f62059dc-8926-4e02-9a04-2b70bc9a2ad3
1265708462823,SM414616981,1202550062823,TA924651032,Kota Adam_Air athletics,9f22cd53-5f27-42d9-ae9f-4785b625061c
"",SM414616981,1265708462823,TA776136838,Chibi Catering Home fc,60d5db29-926e-4baa-b82c-c56e34f42add
1244972462823,SM157352929,1213436462823,TA590392989,Manado Sterling_Airlines fc,f36b8be6-0398-4c8e-8a35-6a8635277efd
"",SM157352929,1244972462823,TA776136838,Chibi Catering Home fc,17e7dae6-9f0a-4980-bb6b-092f4dc3d508
"",SM518951895,1223718062823,TA776136838,Chibi Catering Home fc,8ca4720c-02db-4092-ba5d-1881418aacaa
"",SM175884260,1207647662823,TA776136838,Chibi Catering Home fc,cfd63835-4841-4ee5-ac4f-e11314d3ea99
1262598062823,SM501645099,1231062062823,TA934941458,Belgorod TAB_–_Transportes_Aéreos_Bolivianos,12f5f547-aefd-439f-84a8-6e36a465e709
"",SM501645099,1262598062823,TA776136838,Chibi Catering Home fc,4b4ef0a8-e640-4432-9ce2-1c5ffcfd5985
1295516462823,SM526387885,1232444462823,TA436037898,Tallahassee Yamal_Airlines athletics,a2b3df6d-8ef1-45ad-8032-7b2a7a49eed1
1358674862823,SM526387885,1295516462823,TA995570029,Davao_City SkyEurope athletics,366d6cf3-45b8-48c6-b57a-461f5e1c02d2
"",SM526387885,1358674862823,TA776136838,Chibi Catering Home fc,cd51956b-efae-4131-83f1-ddd28f80aaa4
"",SM301201068,1232271662823,TA776136838,Chibi Catering Home fc,9f9ee5ab-0a6f-41f4-9eb1-cd7d8f4ef9f2
"",SM524154171,1216978862823,TA776136838,Chibi Catering Home fc,9b8dc4d3-3610-49bc-bb7f-e7c20b867b2f
"",SM967953082,1226828462823,TA776136838,Chibi Catering Home fc,4683d2c4-c2f6-4b6c-8275-a07293930713
"",SM667378245,1203500462823,TA776136838,Chibi Catering Home fc,cf43ff63-a1ae-4610-9242-17492202d2e4
"",SM419305020,1226914862823,TA776136838,Chibi Catering Home fc,0dea7c89-45c3-40fe-a762-84fd2a979937
"",SM316638074,1214386862823,TA776136838,Chibi Catering Home fc,e40e43af-ecc1-45fb-951f-c16e1e9f2787
"",SM578363609,1223199662823,TA776136838,Chibi Catering Home fc,fe4e0151-6ca4-4b40-919d-c922efdacbc3
"",SM378371142,1231494062823,TA776136838,Chibi Catering Home fc,30c1d74a-2c78-4673-82c2-0c652c55267b
1267004462823,SM104634404,1203846062823,TA374560312,Khost Swiftair,e2385a1c-a393-4ba9-b6bb-e4476746b5da
"",SM104634404,1267004462823,TA776136838,Chibi Catering Home fc,c3f9d7c0-a98d-414a-95bb-84e30b25e5d3
"",SM978627266,1229334062823,TA776136838,Chibi Catering Home fc,d01ef2c1-775a-4fbc-96dc-ec53f8f2d794
1253698862823,SM642509491,1222162862823,TA157061104,Anshun Air_Bee,692dd768-1d7d-4209-b88e-f343ff2c83ec
"",SM642509491,1253698862823,TA776136838,Chibi Catering Home fc,83705854-9b9f-410a-83f6-b825587554ab
1274953262823,SM806179015,1211881262823,TA798643655,Chaozhou Sky_Express athletics,e914f141-49b7-461c-8377-a4952036c84d
1306489262823,SM806179015,1274953262823,TA907457214,Ambon EastIndo athletics,0d049f88-8c70-403f-90eb-5fc0c90a6473
"",SM806179015,1306489262823,TA776136838,Chibi Catering Home fc,bdc10fde-1e52-42b7-8ca8-64e249550989
1260610862823,SM871625684,1229074862823,TA606169897,Kalibo InnerCircle Catering fc,8d8ae8df-6a69-481b-b7ae-26cd278eb384
1292146862823,SM871625684,1260610862823,TA915057590,Changde Slovak_Airlines,ea21dc54-ff77-4109-95e8-3c406685645a
"",SM871625684,1292146862823,TA776136838,Chibi Catering Home fc,5344450b-5686-43ae-9e70-c4eb2e248a14
1275558062823,SM453215459,1212486062823,TA278851388,Lubumbashi Great_Wall_Airlines fc,9ec5f6b5-345a-4a79-8fdb-09ef5cf29747
1307094062823,SM453215459,1275558062823,TA601733961,Incheon Finnair athletics,dadacc7c-9985-4830-a33c-c07baecde45b
1338716462823,SM453215459,1307094062823,TA157061104,Anshun Air_Bee,a3f80714-4084-4a42-92ba-62fac66be9c4
"",SM453215459,1338716462823,TA776136838,Chibi Catering Home fc,64199515-be8b-495f-a5e3-000a57136372
1276508462824,SM527651304,1213436462824,TA374560312,Khost Swiftair,e183e11b-31b7-4b60-bcbd-12c7b7873059
"",SM527651304,1276508462824,TA776136838,Chibi Catering Home fc,68ffa8ce-807c-427b-bbfc-7b5ce2d986b0
1285407662824,SM651711442,1222335662824,TA903101066,Sheffield Eastern_Air,27a54cfc-9960-48b8-9a0b-ca2216ed3920
"",SM651711442,1285407662824,TA776136838,Chibi Catering Home fc,8a22c0ed-7395-462f-90a6-fb36438e8798
"",SM436482552,1219398062824,TA776136838,Chibi Catering Home fc,4eae027f-4f1e-4a29-b2f5-aeb50ac106d2
"",SM655360714,1225705262824,TA776136838,Chibi Catering Home fc,ef686ba4-13f9-4367-91f3-0477f67b4959
1295257262824,SM641195725,1232185262824,TA379486547,Vologda Ural_Airlines athletics,3c2aaa2f-231d-4529-b40f-a3bcf3241521
"",SM641195725,1295257262824,TA776136838,Chibi Catering Home fc,7a7b0b6e-c471-4360-8a8c-f377cd9b0552
1259660462824,SM419706091,1228124462824,TA891841135,Brașov Enerjet,5ae23fd6-7883-4cc2-a83e-2ff8717b72bd
"",SM419706091,1259660462824,TA776136838,Chibi Catering Home fc,8a9979df-90ed-4563-952d-63cf750705ba
1284025262824,SM155798726,1220953262824,TA434991744,Livingstone KLM,d7bf6a70-e073-42f7-99a2-087a745183ef
"",SM155798726,1284025262824,TA776136838,Chibi Catering Home fc,fd84a12f-a705-4bfa-b67e-719b5cb6780a
"",SM313126405,1211017262828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,a93e4570-7c50-4132-a425-c740ca74d6b8
1270374062828,SM934935434,1207302062828,TA339278263,Ulan_Bator Sport Leaders athletics,d311d607-210f-471b-b3ad-e85470c3cb39
"",SM934935434,1270374062828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,cd20737e-4420-47d0-8022-5a64d18df8dc
"",SM774296397,1227865262828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,7e301c17-40c9-494e-91b1-4a92b75a36a9
1255254062828,SM176279172,1223718062828,TA907457214,Ambon EastIndo athletics,d4325703-a476-4a37-a1ef-c4fae4f06fd9
1318326062828,SM176279172,1255254062828,TA355277357,Vientiane Household Run athletics,a308ee88-e581-42aa-a4a2-065b0c257ec3
"",SM176279172,1318326062828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,dfd78d1b-3a7c-4712-a96e-b9034b467176
"",SM769232535,1227606062828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,4fdf8285-1e68-4c14-859e-b43758e1f416
1288172462828,SM806259250,1225100462828,TA642772311,Warangal EgyptAir_Cargo fc,9e34df14-4a32-4c60-9863-b98c2f4bef58
"",SM806259250,1288172462828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,ded8d201-34cc-4c3f-b144-a4beb3b487ce
"",SM970452312,1203068462828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,e3f5607b-92bc-4991-8b9c-35bd2a8ea03c
1284889262828,SM378315528,1221817262828,TA154367993,Paris Kalitta_Air fc,3a0ac8d5-12f6-47ef-b863-58db58bc21ac
"",SM378315528,1284889262828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,7e34839a-7c6d-47b9-a549-0390c1f8abce
1256636462828,SM280657884,1225100462828,TA744428836,Karditsa Jordan_Aviation fc,261beeff-2e6c-4070-b7a6-f18a5c574784
1319708462828,SM280657884,1256636462828,TA968925124,Thanjavur Hemus_Air athletics,3b1870b0-a058-4d94-b681-a5b35ef705c8
"",SM280657884,1319708462828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,18316f25-5b6b-4ba0-965a-3f7f1909b893
1271410862828,SM520570619,1208338862828,TA907457214,Ambon EastIndo athletics,9d8a7f2b-2f73-43a1-8df2-c0798afb90da
"",SM520570619,1271410862828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,3e3f2ad5-df1e-448f-b2b1-b2c8181f9470
"",SM621917988,1207734062828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,759d620e-394b-4cd7-baa2-3cf19177a125
1266745262828,SM946195884,1203586862828,TA629718188,Beiliu Technology Always fc,c58de3a3-f9d9-421c-901a-0d133f1ea102
1329817262828,SM946195884,1266745262828,TA930029115,Thanh_Hóa Riau_Airlines athletics,f1e2cee7-d9ad-418c-b26b-bde6e11e0f9b
"",SM946195884,1329817262828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,465a23ed-0e08-4aae-b14a-616ed9c92e6f
1289554862828,SM543800406,1226482862828,TA176189140,Dire_Dawa Tampa_Cargo fc,b1ae229f-5913-457e-8121-81a5fb88397f
1321090862828,SM543800406,1289554862828,TA526030251,Changning Pelangi_Air,f88870a1-65e9-4f02-aaa7-4af109064a06
1352713262828,SM543800406,1321090862828,TA830320154,Patras AMC_Airlines,a57e53a2-1e04-41b0-bdb2-693d63394edc
"",SM543800406,1352713262828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,8d246aa0-a0e9-44da-9332-aae5637a7688
1268991662828,SM715012420,1205919662828,TA550463014,Tehran Air_Panama athletics,880753cf-d19c-4a12-9ec3-32d8409a3595
1300527662828,SM715012420,1268991662828,TA629718188,Beiliu Technology Always fc,8571751d-46ac-436d-bb2f-0d3cf5fe4202
"",SM715012420,1300527662828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,0347f55a-c00e-4cbc-a2c9-ada2c7ed67b0
1273743662828,SM515330886,1210671662828,TA642772311,Warangal EgyptAir_Cargo fc,c02a793e-4eab-4bf8-bfb4-c18fd4516a17
"",SM515330886,1273743662828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,d4a7fad8-a6e3-495f-9902-f038c80503ff
1279791662828,SM688138953,1216719662828,TA152432320,Louga Bmibaby fc,ae2628d3-3d55-4616-8034-bbec6196dbd0
1342950062828,SM688138953,1279791662828,TA692547504,Gorontalo Executive_Aerospace fc,ff8ce568-016b-4101-a9df-f0f9a7f58bef
"",SM688138953,1342950062828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,f2f00281-5d99-4804-bedb-02c617f6f87a
1244540462828,SM687402640,1213004462828,TA476673413,Lima Mount_Cook_Airline,63dccded-54e4-4425-8159-bc5b3f08ddf4
"",SM687402640,1244540462828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,a2da992a-98cb-4880-8139-4a5ce9de02e7
1263807662828,SM786351467,1232271662828,TA990304290,Chandigarh Linhas_Aéreas_Natal athletics,9ccb78b1-0ff9-40b9-ab76-e55cf72c3001
1295343662828,SM786351467,1263807662828,TA904994027,Pray_Veng Xiamen_Airlines,92a295ab-27ff-44a4-90b6-2f19124e5cb6
"",SM786351467,1295343662828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,de762dd5-459a-4eb9-9a59-da7e5bb292c9
1271410862828,SM207299127,1208338862828,TA886026090,Anning Amber_Air,189d0b7a-15dd-4159-892f-ab4dc5ee01f5
"",SM207299127,1271410862828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,25c32146-ee83-4061-a37b-736fcaaa92db
1253266862828,SM529523627,1221730862828,TA753870439,Thanh_Hóa Smooth Media fc,78b0221f-3038-49d5-8a1d-e28d1acd4788
"",SM529523627,1253266862828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,9f0eced3-a571-477d-b78f-84d78ec7ba05
1250674862828,SM690682883,1219138862828,TA724257934,North_Wales Landmark Catering fc,c5348e4c-662c-44cb-9114-30f99c22862f
"",SM690682883,1250674862828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,8cda560f-3594-46c1-ac04-90cef162a9cb
"",SM202234659,1203846062828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,d32a11bf-5a46-4790-96e4-1beba193eb43
1250588462828,SM593162185,1219052462828,TA719819744,Karditsa HD_Air_Ltd athletics,03184406-d22b-4c75-bfeb-cd7ae4938987
"",SM593162185,1250588462828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,f65699c4-d3f3-41d9-82a5-a127c8929243
"",SM759814825,1225100462828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,e060b829-cd2b-4e97-a5f8-030103d24b42
1272706862828,SM671263002,1209634862828,TA157061104,Anshun Air_Bee,34a2cc64-fe44-4307-99f9-b280d9df3710
1335865262828,SM671263002,1272706862828,TA389322401,Altamira Superior_Aviation,91a0748e-14f7-48eb-ab18-2b98de9cb7f6
1367401262828,SM671263002,1335865262828,TA221090058,Anqiu SprintAir,a96c6d88-91b2-46a3-9c9e-40dba38b4415
"",SM671263002,1367401262828,TA706702981,Chikusa-ku Culebra_Air_Services athletics,d82575f2-2f1e-421b-ad92-0a71091bc718
"",SM984173447,1208425262830,TA601733961,Incheon Finnair athletics,619045a2-2ca1-4368-879d-4984fdcda904
"",SM423023458,1218534062830,TA601733961,Incheon Finnair athletics,d15ffa89-1077-4356-9736-feed0a9bb300
"",SM623236407,1228124462830,TA601733961,Incheon Finnair athletics,98987c5a-0e52-49a0-81c7-364fde0e7015
1260178862830,SM948794716,1228642862830,TA764969901,Callao Key_Lime_Air,059aef89-0d45-4a81-a315-19e0c4872b4c
1291714862830,SM948794716,1260178862830,TA904994027,Pray_Veng Xiamen_Airlines,54eab624-1fe1-4445-8c00-51280a153ed3
1354873262830,SM948794716,1291714862830,TA128277945,Vallabh_Vidhyanagar Industry Profits,1091f24e-1abc-4a86-be23-043f299afebe
"",SM948794716,1354873262830,TA601733961,Incheon Finnair athletics,7002f52e-5935-403e-9275-08679aedf652
"",SM517103571,1213868462830,TA601733961,Incheon Finnair athletics,95b43933-5c8c-4123-b0a7-247255c3c33b
1275471662830,SM438053361,1212399662830,TA706702981,Chikusa-ku Culebra_Air_Services athletics,4ded5697-6b76-4232-805f-551c70fc7adb
