client_score,home_score,match_id,result,sport_event_id,uuid
2,0,MC318164198,home failed,SP889129070,335090ba-d23e-4da2-8d31-ed868e78338a
0,1,MC908731432,home win,SP889129070,d2c2f90f-c18b-43cf-b22e-5bb5d2fb862c
1,1,MC101812016,draw,SP889129070,f1320bc2-5180-409a-94a2-4010122d7968
2,3,MC678002961,home win,SP889129070,311543d8-8b53-4d63-9251-32ca67ab504c
5,0,MC169803800,home failed,SP889129070,06349772-56bd-4f16-81a0-b958460217f5
1,5,MC255573791,home win,SP889129070,b2e0d148-633a-4bf3-80a9-b177efddcfb0
1,0,MC701359601,home failed,SP889129070,fd667f09-9a0b-40a7-86cf-3f1b304a5c5d
2,3,MC680314056,home win,SP889129070,38118e08-5757-4ae3-a2c0-c554cc448ff2
2,0,MC629006394,home failed,SP889129070,68a41566-898a-4b8c-845c-ec157b1a3fbb
7,0,MC670857046,home failed,SP889129070,de72cedc-7034-4ef3-8414-326ebf6e136c
0,1,MC971644680,home win,SP889129070,b8f6929d-c4ec-4310-8d8e-09947c90f4f4
4,5,MC789911077,home win,SP889129070,305a1fa2-6ae9-4f5b-8556-95c227ddfb24
7,7,MC506127798,draw,SP889129070,90300642-0add-4530-baf7-baded227c930
1,6,MC796554007,home win,SP889129070,81e443c0-a9ba-4387-ae06-1582c6c1eaf6
1,2,MC664112524,home win,SP889129070,098ea8c4-5e83-452f-957b-3e19f406bba2
3,0,MC221377848,home failed,SP889129070,22e54ac9-112d-460d-ba7e-8995dadd224e
1,1,MC438627903,draw,SP889129070,154989bf-396e-4fb9-8380-851a1a2e65ea
0,0,MC183931069,draw,SP889129070,58b5fef0-ba97-4f18-947d-4d6de627c17c
8,0,MC397246309,home failed,SP889129070,a9d45c65-cb1b-4d85-b321-dc9203890b5e
2,2,MC825390310,draw,SP889129070,5ee63bd2-1a4d-49a1-940e-44b8cc41309f
1,0,MC584896041,home failed,SP889129070,ed56b945-636b-45f0-a5cd-7c5c708a4b7e
2,3,MC522050339,home win,SP889129070,562d8297-c0c7-4058-8b45-989640855f1b
7,0,MC830665096,home failed,SP889129070,68e66c75-eb25-4bb4-9d82-ccff01c62e5c
2,2,MC528750844,draw,SP889129070,2cf53692-9a96-409a-b8ef-00d399b85441
2,0,MC800337140,home failed,SP889129070,f3c73f29-facc-4f0f-9815-e0ea0857e408
2,2,MC904805846,draw,SP889129070,718a94e4-d791-472a-95bf-69aa2f131bfb
0,0,MC936034272,draw,SP889129070,aae26707-dd4b-456e-9c34-9ad16a1af76e
0,2,MC123529803,home win,SP889129070,9f088363-1830-44b2-a95e-62d1d0f4e0dc
2,0,MC713896718,home failed,SP889129070,36e22463-d314-42dd-97a5-3b8282d62d64
2,0,MC823396710,home failed,SP889129070,d0b34d5c-ae8b-4081-91ee-2a98703b22fb
1,1,MC776116853,draw,SP889129070,7dc486e2-fa83-4791-97eb-a5a4ce559355
1,3,MC685973563,home win,SP889129070,ca515021-a2e2-44c7-979b-dfa25fdf7e07
3,0,MC516351899,home failed,SP889129070,f2495d76-37d4-43ba-a191-39f5753dab78
1,2,MC900035244,home win,SP889129070,34b9ec79-ef7e-492a-9b02-785eccce8cde
0,2,MC294858964,home win,SP889129070,8ead9463-e95c-48ad-b2e4-5100490a157f
1,1,MC715716094,draw,SP889129070,a0bad378-846d-470b-9144-af5f194e0e39
3,0,MC299801520,home failed,SP889129070,99a3233e-88ca-488c-90a3-4adc8504a088
1,0,MC376840461,home failed,SP889129070,939bce25-0841-41be-bae3-dbc6b56d4490
1,2,MC533542317,home win,SP889129070,9077a008-50b8-446a-9ecf-dba53753f30c
2,2,MC832953533,draw,SP889129070,988a2050-d9bd-4ee3-b517-56eb5011bf8e
1,3,MC934309658,home win,SP889129070,1783964d-60d1-4239-8566-de01b0492eee
6,0,MC432789292,home failed,SP889129070,4937471f-909b-48ee-82ba-4f86f8bfe74d
1,1,MC137986060,draw,SP889129070,aec48aa5-ff33-4ea6-acba-0a17b8588a23
1,0,MC985370999,home failed,SP889129070,0e04becb-b33d-488e-a67a-4ff60d38f73e
8,0,MC799842008,home failed,SP889129070,5fd034d4-aede-4942-a974-286f35a9485a
3,3,MC709624535,draw,SP889129070,899c7751-cb88-4fbe-a77d-3ca12905b7b7
2,2,MC599660453,draw,SP889129070,ac6dc64e-4cc4-4fb8-ba11-b55f5a90132d
0,0,MC347945579,draw,SP889129070,467aa74f-eae3-4ec6-9781-a4804de38c7c
2,3,MC191879457,home win,SP889129070,3ca2844a-42c1-4b27-a6fa-1e463e84f573
3,3,MC504524542,draw,SP889129070,f973c980-ba45-46a3-a5a1-f5184c19e13d
1,2,MC425370819,home win,SP889129070,c590a661-cf33-4dc9-8318-4ab3eb9f1d8e
1,2,MC925037346,home win,SP889129070,09821b18-3de2-4eb3-8c23-10ef626b8b2d
6,6,MC666614774,draw,SP889129070,db4f84ba-2590-4a05-ae78-59fc08bceebc
0,1,MC231744771,home win,SP889129070,1ac7bc32-1a91-42a8-948a-47ce6e037031
1,2,MC715195938,home win,SP889129070,b2adaec0-ff42-4c27-b310-434fb331b11e
1,0,MC555659792,home failed,SP889129070,bf77b225-026b-44f9-b4a4-f19c01bd272a
0,1,MC616474715,home win,SP889129070,404e8d72-fea5-4246-9106-0c9ae0e0b6e0
2,2,MC597660945,draw,SP889129070,95fcfa1c-e3aa-4ce1-9d43-6fa3be5c2a97
6,0,MC810323850,home failed,SP889129070,b0ed74a0-afc4-4047-9d8d-3e554d90df6f
2,2,MC624524454,draw,SP889129070,4e361d21-e279-40a8-8f32-e39b0a7fcf7e
4,0,MC402698958,home failed,SP889129070,a8723002-af78-4d12-8114-355163076383
8,8,MC699005773,draw,SP889129070,7ffe40e2-444d-47ec-bc38-8e36ac6fabf8
3,0,MC763452515,home failed,SP889129070,6cad37fa-e575-40d9-9863-fb3d66d53408
3,3,MC699398627,draw,SP889129070,f896e337-b53b-4495-87e1-5e010080bdf3
3,0,MC702767675,home failed,SP889129070,8ae407fb-6878-4811-9e35-53fbc5b71ace
0,1,MC349596512,home win,SP889129070,7b42d6ff-16e1-4cf3-aeda-51300c400441
2,3,MC785167060,home win,SP889129070,c0c6fac1-1b86-4b1f-a123-f502a7f6b1fa
3,3,MC231303752,draw,SP889129070,d1096988-eefb-46b7-8a2a-3226124dd355
0,2,MC640713166,home win,SP889129070,6a320990-9cf9-40a8-a07a-6c6c4140a70c
2,3,MC289552345,home win,SP889129070,5f31ab77-c3e6-4f7f-882e-e154f66df9cd
1,0,MC708501870,home failed,SP889129070,ce9e0449-1d00-4ef3-8736-fd24f0928408
2,2,MC221188506,draw,SP889129070,c49dfe95-a850-4f89-8da7-a628572ab586
2,0,MC975241813,home failed,SP889129070,38eb52d9-be4a-4af5-9f7b-4dfadfc622a9
2,3,MC718610209,home win,SP889129070,488a1401-17b7-4447-b255-a429bf96d56b
0,0,MC730755720,draw,SP889129070,cd0081bd-2292-487f-aeaa-e76a67d9b72a
2,3,MC402539318,home win,SP889129070,58accceb-388a-4613-8cc8-ea2653e02087
1,3,MC151502335,home win,SP889129070,bae09128-c07c-4810-8e66-c399069bd879
8,8,MC654518776,draw,SP889129070,1835d9ba-9ce5-4bed-ae99-40719a899fb2
1,3,MC908670646,home win,SP889129070,322cf907-bd64-4dc5-abec-574a02bb3ad6
1,3,MC922206779,home win,SP889129070,20c8c6df-d3d2-4c83-9071-7a3ace3dc4f6
1,2,MC850170263,home win,SP889129070,dfcefcca-a82d-475f-aad5-ab6fc108516e
3,0,MC844996386,home failed,SP889129070,bfe81c7a-2906-4246-b426-1c36f2a8ea9e
1,1,MC787240904,draw,SP889129070,d67213df-e6cc-4b08-81a0-c9c7e6c9615b
1,1,MC340405286,draw,SP889129070,20ea4920-ce18-4fb7-812e-fba4c6e55b33
2,2,MC863956710,draw,SP889129070,73b91cec-5bbf-41b3-b93f-7d849c228ad2
1,0,MC667959398,home failed,SP889129070,8620354d-b1b8-4e4e-ac5c-be6c4c7ded9a
0,6,MC296030060,home win,SP889129070,7f9b8f49-99ec-436f-8869-5649d4b8b34b
0,1,MC941472559,home win,SP889129070,16f8b619-6014-4be4-b3a1-24de4d86331e
0,1,MC282248128,home win,SP889129070,0bc7f402-c858-4f7e-9719-15dd204cf217
1,3,MC670196974,home win,SP889129070,4a2330f7-c923-4bd7-b989-0551901852d1
0,0,MC387332612,draw,SP889129070,1d1bd4fe-82ca-4b4a-b53e-f7474ba1969a
3,3,MC449597459,draw,SP889129070,7047043f-a19e-4f42-bea9-0b1669ed30d1
5,0,MC699523898,home failed,SP889129070,29f28c78-fe2f-403c-a4ef-c7e99554efe4
3,3,MC672708827,draw,SP889129070,dd11a234-0af3-4b69-9fe8-6eef4a6be156
3,3,MC305500708,draw,SP889129070,a86058a4-8427-471b-9a22-70e794364bfa
2,0,MC778881087,home failed,SP889129070,a684e824-e01b-4273-bb5c-d0314bf5e143
1,0,MC458068679,home failed,SP889129070,66aee2a3-5688-4c8e-807b-eec8f8143197
0,1,MC883319837,home win,SP889129070,f6ecee7d-d75e-47a7-99af-7f21adcd28dd
3,3,MC892983250,draw,SP889129070,5884f2ab-0fda-43a0-bd0d-fd5e578f4812
2,3,MC705521847,home win,SP889129070,649d1c23-7e39-45f6-b080-05130317bc23
0,2,MC947142945,home win,SP889129070,55e0d047-5fb9-4652-acf1-91e63f02b562
1,0,MC817039043,home failed,SP889129070,38e714db-8cb5-4fd9-ad6b-263f14ea35d5
0,2,MC921682147,home win,SP889129070,ed7b68fc-8c83-469c-b171-68d362d5e429
1,0,MC573206512,home failed,SP889129070,96084b74-1133-438a-a898-9fcfe2021338
1,1,MC605678050,draw,SP889129070,60473576-96d8-4ebf-9c69-3430af9504cb
2,0,MC846990265,home failed,SP889129070,db06e522-dae4-437a-ab52-832a20dbefcf
1,1,MC940112455,draw,SP889129070,5a2cf920-6c3e-45a4-a235-8924eb95a5eb
0,3,MC280358110,home win,SP889129070,5aada12d-dfce-46e1-a97f-94012b485a8c
0,3,MC867512958,home win,SP889129070,7d39720d-f158-45c3-9603-aaf8da0eadd9
1,2,MC223440840,home win,SP889129070,371d7f7c-4e6a-4c46-a1ea-df7e049baa08
0,1,MC612245844,home win,SP889129070,243deffd-708e-4539-86ea-2dad7bc2e042
3,3,MC557850346,draw,SP889129070,c805a719-8721-4697-bb1a-185df6f7a03f
2,2,MC137016167,draw,SP889129070,0f5532c5-f17c-4ead-8015-302d1086b15e
2,2,MC480428561,draw,SP889129070,1c420dcf-8492-4607-99fa-3c3f49215e93
3,3,MC124714291,draw,SP889129070,e64b3d84-e54a-4760-8ffa-846ba30335a1
2,2,MC616521026,draw,SP889129070,539d976f-cf28-4341-9f08-c83f7751d7e7
2,0,MC520913402,home failed,SP889129070,fcf86b02-c91a-41b7-9972-e11cb770b721
3,3,MC629897923,draw,SP889129070,f97165d2-f30d-4aa3-83ec-0aeac4bfa738
2,2,MC277911720,draw,SP889129070,015bd95a-afd9-41de-bf64-52902d00d6bb
5,8,MC951383365,home win,SP889129070,2a091961-8f27-41f9-83f6-1abcaeac0b6b
0,2,MC171974956,home win,SP889129070,56be959e-e80f-454a-bbfb-b854220201cb
0,2,MC490804905,home win,SP889129070,f8079206-9b62-4d9c-9c7f-c4e7c247d61e
2,0,MC682319931,home failed,SP889129070,eb961574-0ecb-429f-b5ea-de6cf13b5f8a
7,0,MC554840803,home failed,SP889129070,5cd7a0a1-f2da-45a7-aeb3-09823072a06a
7,7,MC821417349,draw,SP889129070,dfaa0237-a811-4435-811f-20866ab116e3
0,0,MC705633988,draw,SP889129070,b0c2dd09-16ef-4c1f-844a-e271521e6461
0,1,MC836255680,home win,SP889129070,e4d9e41f-180c-43bb-9152-b8f75212e730
1,0,MC196824098,home failed,SP889129070,1e24e40a-4204-4101-a147-2a0e49d3c000
3,0,MC466035765,home failed,SP889129070,ec3aaf28-8b02-46aa-9d30-cf7f061c1d22
0,1,MC884095130,home win,SP889129070,63caba62-26c8-4ada-aea0-dd331dc3a9b2
0,1,MC423536584,home win,SP889129070,14eb04a8-22ac-4f0d-9944-950a6895cbcd
0,1,MC877022167,home win,SP889129070,af50d368-0663-46d2-923f-0b778f111db6
0,0,MC870434009,draw,SP889129070,a55ad515-8369-4f4d-b748-26defd32861c
1,2,MC413600684,home win,SP889129070,6662609d-f45c-4491-b7b9-614098606bef
5,0,MC978161817,home failed,SP889129070,355be8d5-aaa3-479f-a195-df936fe6bd96
1,0,MC649753074,home failed,SP889129070,050b8ee0-72e6-41b1-8384-3d818c97710c
3,5,MC486511132,home win,SP889129070,dfbc80d0-3bc1-4fff-8493-3c2ba4a69d99
1,0,MC556765236,home failed,SP889129070,c8d55b38-1b69-4244-aded-333121b6f50f
3,3,MC915585918,draw,SP889129070,8d5ffb9a-63cd-4a7f-8d4d-15b522a10da0
0,0,MC962420896,draw,SP889129070,e94349b7-bf52-4464-961d-1d3c256bdfe8
0,1,MC699652853,home win,SP889129070,00144eaf-2bfd-4e52-a413-5805c7c2048c
5,5,MC332915633,draw,SP889129070,3cff5672-e614-4d0c-b56b-ecd17c19b1fe
3,0,MC360329177,home failed,SP889129070,b6c619df-9acd-4d85-8ae5-c6b9d6cdda94
2,3,MC261519938,home win,SP889129070,cdfde5ed-337d-45ac-b20d-fea151f02682
0,3,MC586326990,home win,SP889129070,7d751147-2b09-442e-8218-4deb85de5182
1,1,MC290732956,draw,SP889129070,4b97468f-df3c-4886-b69a-9d4e097c5948
1,1,MC788258468,draw,SP889129070,1b4d2568-3c36-448b-9d4d-e06604a59890
2,0,MC768538276,home failed,SP889129070,cb8d3aa1-c3f5-448e-b52b-ebbbedebcc67
3,8,MC947466835,home win,SP889129070,7c1aeeca-8872-4210-aab6-67348e163c75
0,1,MC836041674,home win,SP889129070,323afeb7-14c1-4b8e-8750-11ea5a0c807e
1,0,MC660358479,home failed,SP889129070,da596fd6-b840-4f18-989b-ea7b620a937d
1,0,MC430413915,home failed,SP889129070,9eff5f23-bd4b-4d7f-825e-1a0297ed6034
0,0,MC838708709,draw,SP889129070,a5616015-597d-4ff1-b4ea-6f11a5671b03
2,3,MC913476659,home win,SP889129070,2e1a2f2f-3708-45cc-bb16-28781d167320
1,2,MC831465807,home win,SP889129070,d0917831-7630-4a82-ad78-12ccce46790f
3,3,MC475791589,draw,SP889129070,1fd70e79-7814-4e59-a98b-a4fbdbaec608
1,2,MC859099153,home win,SP889129070,bc2826ac-80f0-4b41-b325-b5c8e55e7f2d
0,0,MC720473338,draw,SP889129070,c10355df-160a-4769-94ca-4c69ba49c4a3
2,0,MC469699852,home failed,SP889129070,d0b754d5-c567-4e8f-8975-56e894287931
0,2,MC467431970,home win,SP889129070,6946f0a2-26c5-48a5-814e-e2ce788abac3
6,0,MC130432411,home failed,SP889129070,bf50fdb9-7dd3-48ed-b2e2-cd1c1612ef22
1,2,MC667427115,home win,SP889129070,d609c9ec-7cfe-46c7-b665-4e008c41cd91
2,0,MC297898828,home failed,SP889129070,08429009-17b5-4e64-8818-ae68d70433d0
1,1,MC774197449,draw,SP889129070,e0559c83-5d2c-4d60-9283-7d69d66ad6c8
0,0,MC527087503,draw,SP889129070,6a678165-64a5-4ed5-a601-99a6aa17a4ee
1,2,MC342937642,home win,SP889129070,7c13bb89-ae03-4c6c-a602-f5425fda2de1
3,3,MC519549862,draw,SP889129070,dd7c9fee-c058-40bd-8623-5cd41a772906
0,0,MC548220736,draw,SP889129070,3a7a20e9-3ad2-4cb1-8122-72c8533f750a
3,0,MC844661333,home failed,SP889129070,ac36ae90-a82d-43d1-93c7-e13fc8e9eba8
2,0,MC340686440,home failed,SP889129070,81103871-5375-40cd-9cb5-a5788ccf94b0
0,2,MC437487551,home win,SP889129070,c96d5f4f-8bc2-4c0e-b109-0bc05d01c2e0
0,3,MC727603339,home win,SP889129070,de2cb1b8-75db-4e45-8abc-dcb61c40ceeb
3,3,MC222953274,draw,SP889129070,2235c67e-966f-44d8-b990-7b26799cda25
2,2,MC852070403,draw,SP889129070,e40d2270-9700-4ac6-b5ef-6399879710f9
1,0,MC617590255,home failed,SP889129070,ccd8ae32-4651-455f-beb5-2dfb40c3283c
3,3,MC791070805,draw,SP889129070,fd707eb9-58cb-4cfc-a6ee-5b06959082e0
0,1,MC667797676,home win,SP889129070,0b76f5c4-c9af-4818-843d-c0bb28b18f7f
3,0,MC397623189,home failed,SP889129070,d0f98b38-4ce9-4e08-b02f-e94c86d47bf5
1,0,MC888384902,home failed,SP889129070,0374be82-93de-4949-9be4-9f28f461b3fa
2,3,MC266109118,home win,SP889129070,b8e2b953-492a-4aba-835f-f8965a3185fe
3,0,MC383362419,home failed,SP889129070,97806ffd-0a66-4564-bb84-65b2d5b5b81c
2,0,MC440607856,home failed,SP889129070,5fe6bd59-c1f5-4af5-b162-383069faffea
1,1,MC474408010,draw,SP889129070,c4fb498f-371a-4a77-b382-b7805a822097
0,3,MC740402040,home win,SP889129070,e21d69d7-2f53-4e7a-b94b-6ec6809ee2ec
6,6,MC194472042,draw,SP889129070,433ea0f2-f15b-49da-a4d7-06dd7602495e
3,6,MC670426407,home win,SP889129070,dfce463a-651c-4e44-9e04-7239b371e9bd
0,1,MC327018595,home win,SP889129070,7d9ffd00-ad74-46a3-835b-623d641dc82d
4,8,MC660714695,home win,SP889129070,a3f6eb17-45e0-48bf-88ad-98e28714ca44
0,3,MC120143185,home win,SP889129070,f04c106e-0c29-43cb-a420-2313d19596ce
1,0,MC581604656,home failed,SP889129070,58994e8f-0395-4f3b-b360-94a2780ed953
1,0,MC597917669,home failed,SP889129070,c81b756b-a8cb-4365-a5a8-e99fa4cf9f8b
0,2,MC751779663,home win,SP889129070,700b623b-cd68-4b4b-8ab3-a7875546f626
1,1,MC275214964,draw,SP889129070,37818e17-76bb-4d4d-ae53-cc1198800f18
0,0,MC123318432,draw,SP889129070,22471868-dd70-461f-afed-831a651c67b1
1,0,MC612729308,home failed,SP889129070,e700c662-d8ab-451e-a76b-efaaf4a99eb3
2,0,MC450909780,home failed,SP889129070,d66e0077-e9c5-4036-b7ac-8c96ec4fea10
1,0,MC200693754,home failed,SP889129070,afd4adc7-b736-4055-9a4c-5c5a93b9d0a3
2,2,MC387516411,draw,SP889129070,46b1330f-30f6-459f-8113-5d443bceff06
1,2,MC931415295,home win,SP889129070,6ceda417-89b1-4618-ba78-f69e40566a1b
7,7,MC598134211,draw,SP889129070,c53f76a7-ceaa-4baf-baf2-6c57feb46fe5
2,0,MC586811324,home failed,SP889129070,84228b4b-a1a7-421a-912b-a1841f2a7230
3,3,MC976294845,draw,SP889129070,f3de8ac5-6cd8-439a-9323-1e8d71aaf2ad
0,0,MC123632040,draw,SP889129070,409bcbc4-167b-4ff8-936e-4cfdf3eb52a6
0,0,MC543109236,draw,SP889129070,54a4b37a-4908-491b-b7ee-337f42b7fdb4
2,2,MC583913284,draw,SP889129070,3b9faa23-7f67-4e12-bc62-307f2ad0b7b8
0,2,MC111014885,home win,SP889129070,4ff6f9ae-8e5e-4e39-a0cb-9857161d9161
0,0,MC819035483,draw,SP889129070,336819f2-4bcf-4be8-8867-459b134299f7
3,0,MC445875985,home failed,SP889129070,32fb4192-4bad-4f0d-adb5-70e2e4fa84dd
